item_id,location,ds,y,product_category
sku - 048,Seattle,12/1/22 0:00,298,Powertrain Components
sku - 185,London,12/1/22 0:00,384,Safety equipment
sku - 222,London,12/1/22 0:00,447,Body and chassis
sku - 228,London,12/1/22 0:00,297,Safety equipment
sku - 048,Seattle,11/1/22 0:00,303,Powertrain Components
sku - 185,London,11/1/22 0:00,374,Safety equipment
sku - 222,London,11/1/22 0:00,413,Body and chassis
sku - 228,London,11/1/22 0:00,312,Safety equipment
sku - 048,Seattle,10/1/22 0:00,303,Powertrain Components
sku - 185,London,10/1/22 0:00,344,Safety equipment
sku - 222,London,10/1/22 0:00,380,Body and chassis
sku - 228,London,10/1/22 0:00,312,Safety equipment
sku - 048,Seattle,9/1/22 0:00,300,Powertrain Components
sku - 185,London,9/1/22 0:00,302,Safety equipment
sku - 222,London,9/1/22 0:00,320,Body and chassis
sku - 228,London,9/1/22 0:00,391,Safety equipment
sku - 048,Seattle,8/1/22 0:00,293,Powertrain Components
sku - 185,London,8/1/22 0:00,206,Safety equipment
sku - 222,London,8/1/22 0:00,197,Body and chassis
sku - 228,London,8/1/22 0:00,357,Safety equipment
sku - 048,Seattle,7/1/22 0:00,285,Powertrain Components
sku - 185,London,7/1/22 0:00,294,Safety equipment
sku - 222,London,7/1/22 0:00,225,Body and chassis
sku - 228,London,7/1/22 0:00,317,Safety equipment
sku - 048,Seattle,6/1/22 0:00,285,Powertrain Components
sku - 185,London,6/1/22 0:00,278,Safety equipment
sku - 222,London,6/1/22 0:00,340,Body and chassis
sku - 228,London,6/1/22 0:00,283,Safety equipment
sku - 048,Seattle,5/1/22 0:00,280,Powertrain Components
sku - 185,London,5/1/22 0:00,292,Safety equipment
sku - 222,London,5/1/22 0:00,355,Body and chassis
sku - 228,London,5/1/22 0:00,234,Safety equipment
sku - 048,Seattle,4/1/22 0:00,331,Powertrain Components
sku - 185,London,4/1/22 0:00,330,Safety equipment
sku - 222,London,4/1/22 0:00,382,Body and chassis
sku - 228,London,4/1/22 0:00,234,Safety equipment
sku - 048,Seattle,3/1/22 0:00,335,Powertrain Components
sku - 185,London,3/1/22 0:00,384,Safety equipment
sku - 222,London,3/1/22 0:00,401,Body and chassis
sku - 228,London,3/1/22 0:00,252,Safety equipment
sku - 048,Seattle,2/1/22 0:00,261,Powertrain Components
sku - 185,London,2/1/22 0:00,352,Safety equipment
sku - 222,London,2/1/22 0:00,406,Body and chassis
sku - 228,London,2/1/22 0:00,282,Safety equipment
sku - 048,Seattle,1/1/22 0:00,268,Powertrain Components
sku - 185,London,1/1/22 0:00,430,Safety equipment
sku - 222,London,1/1/22 0:00,340,Body and chassis
sku - 228,London,1/1/22 0:00,318,Safety equipment
sku - 048,Seattle,12/1/21 0:00,310,Powertrain Components
sku - 185,London,12/1/21 0:00,444,Safety equipment
sku - 222,London,12/1/21 0:00,321,Body and chassis
sku - 228,London,12/1/21 0:00,348,Safety equipment
sku - 048,Seattle,11/1/21 0:00,315,Powertrain Components
sku - 185,London,11/1/21 0:00,374,Safety equipment
sku - 222,London,11/1/21 0:00,296,Body and chassis
sku - 228,London,11/1/21 0:00,366,Safety equipment
sku - 048,Seattle,10/1/21 0:00,316,Powertrain Components
sku - 185,London,10/1/21 0:00,344,Safety equipment
sku - 222,London,10/1/21 0:00,272,Body and chassis
sku - 228,London,10/1/21 0:00,366,Safety equipment
sku - 048,Seattle,12/1/23 0:00,300,Powertrain Components
sku - 185,London,12/1/23 0:00,300,Safety equipment
sku - 222,London,12/1/23 0:00,300,Body and chassis
sku - 228,London,12/1/23 0:00,300,Safety equipment
sku - 048,Seattle,11/1/23 0:00,300,Powertrain Components
sku - 185,London,11/1/23 0:00,300,Safety equipment
sku - 222,London,11/1/23 0:00,300,Body and chassis
sku - 228,London,11/1/23 0:00,300,Safety equipment
sku - 048,Seattle,10/1/23 0:00,300,Powertrain Components
sku - 185,London,10/1/23 0:00,300,Safety equipment
sku - 222,London,10/1/23 0:00,300,Body and chassis
sku - 228,London,10/1/23 0:00,300,Safety equipment
sku - 048,Seattle,9/1/23 0:00,403,Powertrain Components
sku - 185,London,9/1/23 0:00,245,Safety equipment
sku - 222,London,9/1/23 0:00,233,Body and chassis
sku - 228,London,9/1/23 0:00,339,Safety equipment
sku - 048,Seattle,8/1/23 0:00,235,Powertrain Components
sku - 185,London,8/1/23 0:00,284,Safety equipment
sku - 222,London,8/1/23 0:00,229,Body and chassis
sku - 228,London,8/1/23 0:00,407,Safety equipment
sku - 048,Seattle,7/1/23 0:00,231,Powertrain Components
sku - 185,London,7/1/23 0:00,250,Safety equipment
sku - 222,London,7/1/23 0:00,257,Body and chassis
sku - 228,London,7/1/23 0:00,237,Safety equipment
sku - 048,Seattle,6/1/23 0:00,225,Powertrain Components
sku - 185,London,6/1/23 0:00,236,Safety equipment
sku - 222,London,6/1/23 0:00,276,Body and chassis
sku - 228,London,6/1/23 0:00,257,Safety equipment
sku - 048,Seattle,5/1/23 0:00,282,Powertrain Components
sku - 185,London,5/1/23 0:00,248,Safety equipment
sku - 222,London,5/1/23 0:00,384,Body and chassis
sku - 228,London,5/1/23 0:00,239,Safety equipment
sku - 048,Seattle,4/1/23 0:00,281,Powertrain Components
sku - 185,London,4/1/23 0:00,280,Safety equipment
sku - 222,London,4/1/23 0:00,395,Body and chassis
sku - 228,London,4/1/23 0:00,239,Safety equipment
sku - 048,Seattle,3/1/23 0:00,284,Powertrain Components
sku - 185,London,3/1/23 0:00,326,Safety equipment
sku - 222,London,3/1/23 0:00,414,Body and chassis
sku - 228,London,3/1/23 0:00,257,Safety equipment
sku - 048,Seattle,2/1/23 0:00,291,Powertrain Components
sku - 185,London,2/1/23 0:00,340,Safety equipment
sku - 222,London,2/1/23 0:00,420,Body and chassis
sku - 228,London,2/1/23 0:00,390,Safety equipment
sku - 048,Seattle,1/1/23 0:00,291,Powertrain Components
sku - 185,London,1/1/23 0:00,372,Safety equipment
sku - 222,London,1/1/23 0:00,474,Body and chassis
sku - 228,London,1/1/23 0:00,439,Safety equipment
sku - 102,Seattle,12/1/22 0:00,208,Safety equipment
sku - 159,London,12/1/22 0:00,339,Safety equipment
sku - 102,Seattle,11/1/22 0:00,236,Safety equipment
sku - 159,London,11/1/22 0:00,326,Safety equipment
sku - 102,Seattle,10/1/22 0:00,271,Safety equipment
sku - 159,London,10/1/22 0:00,315,Safety equipment
sku - 102,Seattle,9/1/22 0:00,460,Safety equipment
sku - 159,London,9/1/22 0:00,311,Safety equipment
sku - 102,Seattle,8/1/22 0:00,494,Safety equipment
sku - 159,London,8/1/22 0:00,313,Safety equipment
sku - 102,Seattle,7/1/22 0:00,503,Safety equipment
sku - 159,London,7/1/22 0:00,240,Safety equipment
sku - 102,Seattle,6/1/22 0:00,393,Safety equipment
sku - 159,London,6/1/22 0:00,250,Safety equipment
sku - 102,Seattle,5/1/22 0:00,358,Safety equipment
sku - 159,London,5/1/22 0:00,260,Safety equipment
sku - 102,Seattle,4/1/22 0:00,315,Safety equipment
sku - 159,London,4/1/22 0:00,256,Safety equipment
sku - 102,Seattle,3/1/22 0:00,273,Safety equipment
sku - 159,London,3/1/22 0:00,259,Safety equipment
sku - 102,Seattle,2/1/22 0:00,245,Safety equipment
sku - 159,London,2/1/22 0:00,285,Safety equipment
sku - 102,Seattle,1/1/22 0:00,201,Safety equipment
sku - 159,London,1/1/22 0:00,279,Safety equipment
sku - 102,Seattle,12/1/21 0:00,236,Safety equipment
sku - 159,London,12/1/21 0:00,268,Safety equipment
sku - 102,Seattle,11/1/21 0:00,268,Safety equipment
sku - 159,London,11/1/21 0:00,293,Safety equipment
sku - 102,Seattle,10/1/21 0:00,308,Safety equipment
sku - 159,London,10/1/21 0:00,230,Safety equipment
sku - 102,Seattle,12/1/23 0:00,300,Safety equipment
sku - 159,London,12/1/23 0:00,300,Safety equipment
sku - 102,Seattle,11/1/23 0:00,300,Safety equipment
sku - 159,London,11/1/23 0:00,300,Safety equipment
sku - 102,Seattle,10/1/23 0:00,300,Safety equipment
sku - 159,London,10/1/23 0:00,300,Safety equipment
sku - 102,Seattle,9/1/23 0:00,306,Safety equipment
sku - 159,London,9/1/23 0:00,268,Safety equipment
sku - 102,Seattle,8/1/23 0:00,329,Safety equipment
sku - 159,London,8/1/23 0:00,291,Safety equipment
sku - 102,Seattle,7/1/23 0:00,335,Safety equipment
sku - 159,London,7/1/23 0:00,299,Safety equipment
sku - 102,Seattle,6/1/23 0:00,322,Safety equipment
sku - 159,London,6/1/23 0:00,311,Safety equipment
sku - 102,Seattle,5/1/23 0:00,294,Safety equipment
sku - 159,London,5/1/23 0:00,323,Safety equipment
sku - 102,Seattle,4/1/23 0:00,258,Safety equipment
sku - 159,London,4/1/23 0:00,435,Safety equipment
sku - 102,Seattle,3/1/23 0:00,224,Safety equipment
sku - 159,London,3/1/23 0:00,363,Safety equipment
sku - 102,Seattle,2/1/23 0:00,201,Safety equipment
sku - 159,London,2/1/23 0:00,361,Safety equipment
sku - 102,Seattle,1/1/23 0:00,195,Safety equipment
sku - 159,London,1/1/23 0:00,352,Safety equipment
sku - 088,Jakarta,12/1/22 0:00,406,Suspension and steering
sku - 132,Jakarta,12/1/22 0:00,316,Body and chassis
sku - 141,Seattle,12/1/22 0:00,273,Electrical systems
sku - 160,Tokyo,12/1/22 0:00,221,Electrical systems
sku - 088,Jakarta,11/1/22 0:00,356,Suspension and steering
sku - 132,Jakarta,11/1/22 0:00,271,Body and chassis
sku - 141,Seattle,11/1/22 0:00,234,Electrical systems
sku - 160,Tokyo,11/1/22 0:00,232,Electrical systems
sku - 088,Jakarta,10/1/22 0:00,347,Suspension and steering
sku - 132,Jakarta,10/1/22 0:00,227,Body and chassis
sku - 141,Seattle,10/1/22 0:00,204,Electrical systems
sku - 160,Tokyo,10/1/22 0:00,255,Electrical systems
sku - 088,Jakarta,9/1/22 0:00,334,Suspension and steering
sku - 132,Jakarta,9/1/22 0:00,197,Body and chassis
sku - 141,Seattle,9/1/22 0:00,192,Electrical systems
sku - 160,Tokyo,9/1/22 0:00,249,Electrical systems
sku - 088,Jakarta,8/1/22 0:00,321,Suspension and steering
sku - 132,Jakarta,8/1/22 0:00,189,Body and chassis
sku - 141,Seattle,8/1/22 0:00,274,Electrical systems
sku - 160,Tokyo,8/1/22 0:00,273,Electrical systems
sku - 088,Jakarta,7/1/22 0:00,309,Suspension and steering
sku - 132,Jakarta,7/1/22 0:00,204,Body and chassis
sku - 141,Seattle,7/1/22 0:00,312,Electrical systems
sku - 160,Tokyo,7/1/22 0:00,288,Electrical systems
sku - 088,Jakarta,6/1/22 0:00,232,Suspension and steering
sku - 132,Jakarta,6/1/22 0:00,239,Body and chassis
sku - 141,Seattle,6/1/22 0:00,298,Electrical systems
sku - 160,Tokyo,6/1/22 0:00,291,Electrical systems
sku - 088,Jakarta,5/1/22 0:00,233,Suspension and steering
sku - 132,Jakarta,5/1/22 0:00,284,Body and chassis
sku - 141,Seattle,5/1/22 0:00,342,Electrical systems
sku - 160,Tokyo,5/1/22 0:00,281,Electrical systems
sku - 088,Jakarta,4/1/22 0:00,217,Suspension and steering
sku - 132,Jakarta,4/1/22 0:00,299,Body and chassis
sku - 141,Seattle,4/1/22 0:00,375,Electrical systems
sku - 160,Tokyo,4/1/22 0:00,261,Electrical systems
sku - 088,Jakarta,3/1/22 0:00,321,Suspension and steering
sku - 132,Jakarta,3/1/22 0:00,327,Body and chassis
sku - 141,Seattle,3/1/22 0:00,387,Electrical systems
sku - 160,Tokyo,3/1/22 0:00,237,Electrical systems
sku - 088,Jakarta,2/1/22 0:00,335,Suspension and steering
sku - 132,Jakarta,2/1/22 0:00,335,Body and chassis
sku - 141,Seattle,2/1/22 0:00,377,Electrical systems
sku - 160,Tokyo,2/1/22 0:00,213,Electrical systems
sku - 088,Jakarta,1/1/22 0:00,347,Suspension and steering
sku - 132,Jakarta,1/1/22 0:00,350,Body and chassis
sku - 141,Seattle,1/1/22 0:00,346,Electrical systems
sku - 160,Tokyo,1/1/22 0:00,198,Electrical systems
sku - 088,Jakarta,12/1/21 0:00,353,Suspension and steering
sku - 132,Jakarta,12/1/21 0:00,286,Body and chassis
sku - 141,Seattle,12/1/21 0:00,303,Electrical systems
sku - 160,Tokyo,12/1/21 0:00,236,Electrical systems
sku - 088,Jakarta,11/1/21 0:00,384,Suspension and steering
sku - 132,Jakarta,11/1/21 0:00,246,Body and chassis
sku - 141,Seattle,11/1/21 0:00,259,Electrical systems
sku - 160,Tokyo,11/1/21 0:00,253,Electrical systems
sku - 088,Jakarta,10/1/21 0:00,314,Suspension and steering
sku - 132,Jakarta,10/1/21 0:00,292,Body and chassis
sku - 141,Seattle,10/1/21 0:00,226,Electrical systems
sku - 160,Tokyo,10/1/21 0:00,277,Electrical systems
sku - 088,Jakarta,12/1/23 0:00,300,Suspension and steering
sku - 132,Jakarta,12/1/23 0:00,300,Body and chassis
sku - 141,Seattle,12/1/23 0:00,300,Electrical systems
sku - 160,Tokyo,12/1/23 0:00,300,Electrical systems
sku - 088,Jakarta,11/1/23 0:00,300,Suspension and steering
sku - 132,Jakarta,11/1/23 0:00,300,Body and chassis
sku - 141,Seattle,11/1/23 0:00,300,Electrical systems
sku - 160,Tokyo,11/1/23 0:00,300,Electrical systems
sku - 088,Jakarta,10/1/23 0:00,300,Suspension and steering
sku - 132,Jakarta,10/1/23 0:00,300,Body and chassis
sku - 141,Seattle,10/1/23 0:00,300,Electrical systems
sku - 160,Tokyo,10/1/23 0:00,300,Electrical systems
sku - 088,Jakarta,9/1/23 0:00,326,Suspension and steering
sku - 132,Jakarta,9/1/23 0:00,197,Body and chassis
sku - 141,Seattle,9/1/23 0:00,221,Electrical systems
sku - 160,Tokyo,9/1/23 0:00,346,Electrical systems
sku - 088,Jakarta,8/1/23 0:00,312,Suspension and steering
sku - 132,Jakarta,8/1/23 0:00,189,Body and chassis
sku - 141,Seattle,8/1/23 0:00,250,Electrical systems
sku - 160,Tokyo,8/1/23 0:00,379,Electrical systems
sku - 088,Jakarta,7/1/23 0:00,300,Suspension and steering
sku - 132,Jakarta,7/1/23 0:00,204,Body and chassis
sku - 141,Seattle,7/1/23 0:00,285,Electrical systems
sku - 160,Tokyo,7/1/23 0:00,400,Electrical systems
sku - 088,Jakarta,6/1/23 0:00,294,Suspension and steering
sku - 132,Jakarta,6/1/23 0:00,239,Body and chassis
sku - 141,Seattle,6/1/23 0:00,333,Electrical systems
sku - 160,Tokyo,6/1/23 0:00,404,Electrical systems
sku - 088,Jakarta,5/1/23 0:00,295,Suspension and steering
sku - 132,Jakarta,5/1/23 0:00,284,Body and chassis
sku - 141,Seattle,5/1/23 0:00,382,Electrical systems
sku - 160,Tokyo,5/1/23 0:00,391,Electrical systems
sku - 088,Jakarta,4/1/23 0:00,304,Suspension and steering
sku - 132,Jakarta,4/1/23 0:00,327,Body and chassis
sku - 141,Seattle,4/1/23 0:00,419,Electrical systems
sku - 160,Tokyo,4/1/23 0:00,253,Electrical systems
sku - 088,Jakarta,3/1/23 0:00,317,Suspension and steering
sku - 132,Jakarta,3/1/23 0:00,357,Body and chassis
sku - 141,Seattle,3/1/23 0:00,434,Electrical systems
sku - 160,Tokyo,3/1/23 0:00,229,Electrical systems
sku - 088,Jakarta,2/1/23 0:00,385,Suspension and steering
sku - 132,Jakarta,2/1/23 0:00,365,Body and chassis
sku - 141,Seattle,2/1/23 0:00,401,Electrical systems
sku - 160,Tokyo,2/1/23 0:00,206,Electrical systems
sku - 088,Jakarta,1/1/23 0:00,399,Suspension and steering
sku - 132,Jakarta,1/1/23 0:00,350,Body and chassis
sku - 141,Seattle,1/1/23 0:00,368,Electrical systems
sku - 160,Tokyo,1/1/23 0:00,229,Electrical systems
sku - 121,Jakarta,12/1/22 0:00,324,Electrical systems
sku - 180,Jakarta,12/1/22 0:00,281,Body and chassis
sku - 192,Jakarta,12/1/22 0:00,281,Safety equipment
sku - 121,Jakarta,11/1/22 0:00,345,Electrical systems
sku - 180,Jakarta,11/1/22 0:00,281,Body and chassis
sku - 192,Jakarta,11/1/22 0:00,244,Safety equipment
sku - 121,Jakarta,10/1/22 0:00,390,Electrical systems
sku - 180,Jakarta,10/1/22 0:00,331,Body and chassis
sku - 192,Jakarta,10/1/22 0:00,234,Safety equipment
sku - 121,Jakarta,9/1/22 0:00,397,Electrical systems
sku - 180,Jakarta,9/1/22 0:00,350,Body and chassis
sku - 192,Jakarta,9/1/22 0:00,230,Safety equipment
sku - 121,Jakarta,8/1/22 0:00,393,Electrical systems
sku - 180,Jakarta,8/1/22 0:00,363,Body and chassis
sku - 192,Jakarta,8/1/22 0:00,247,Safety equipment
sku - 121,Jakarta,7/1/22 0:00,316,Electrical systems
sku - 180,Jakarta,7/1/22 0:00,368,Body and chassis
sku - 192,Jakarta,7/1/22 0:00,281,Safety equipment
sku - 121,Jakarta,6/1/22 0:00,235,Electrical systems
sku - 180,Jakarta,6/1/22 0:00,293,Body and chassis
sku - 192,Jakarta,6/1/22 0:00,332,Safety equipment
sku - 121,Jakarta,5/1/22 0:00,220,Electrical systems
sku - 180,Jakarta,5/1/22 0:00,282,Body and chassis
sku - 192,Jakarta,5/1/22 0:00,349,Safety equipment
sku - 121,Jakarta,4/1/22 0:00,241,Electrical systems
sku - 180,Jakarta,4/1/22 0:00,233,Body and chassis
sku - 192,Jakarta,4/1/22 0:00,373,Safety equipment
sku - 121,Jakarta,3/1/22 0:00,235,Electrical systems
sku - 180,Jakarta,3/1/22 0:00,343,Body and chassis
sku - 192,Jakarta,3/1/22 0:00,378,Safety equipment
sku - 121,Jakarta,2/1/22 0:00,275,Electrical systems
sku - 180,Jakarta,2/1/22 0:00,328,Body and chassis
sku - 192,Jakarta,2/1/22 0:00,421,Safety equipment
sku - 121,Jakarta,1/1/22 0:00,288,Electrical systems
sku - 180,Jakarta,1/1/22 0:00,323,Body and chassis
sku - 192,Jakarta,1/1/22 0:00,296,Safety equipment
sku - 121,Jakarta,12/1/21 0:00,307,Electrical systems
sku - 180,Jakarta,12/1/21 0:00,271,Body and chassis
sku - 192,Jakarta,12/1/21 0:00,288,Safety equipment
sku - 121,Jakarta,11/1/21 0:00,317,Electrical systems
sku - 180,Jakarta,11/1/21 0:00,284,Body and chassis
sku - 192,Jakarta,11/1/21 0:00,250,Safety equipment
sku - 121,Jakarta,10/1/21 0:00,332,Electrical systems
sku - 180,Jakarta,10/1/21 0:00,301,Body and chassis
sku - 192,Jakarta,10/1/21 0:00,226,Safety equipment
sku - 121,Jakarta,12/1/23 0:00,300,Electrical systems
sku - 180,Jakarta,12/1/23 0:00,300,Body and chassis
sku - 192,Jakarta,12/1/23 0:00,300,Safety equipment
sku - 121,Jakarta,11/1/23 0:00,300,Electrical systems
sku - 180,Jakarta,11/1/23 0:00,300,Body and chassis
sku - 192,Jakarta,11/1/23 0:00,300,Safety equipment
sku - 121,Jakarta,10/1/23 0:00,300,Electrical systems
sku - 180,Jakarta,10/1/23 0:00,300,Body and chassis
sku - 192,Jakarta,10/1/23 0:00,300,Safety equipment
sku - 121,Jakarta,9/1/23 0:00,354,Electrical systems
sku - 180,Jakarta,9/1/23 0:00,244,Body and chassis
sku - 192,Jakarta,9/1/23 0:00,207,Safety equipment
sku - 121,Jakarta,8/1/23 0:00,350,Electrical systems
sku - 180,Jakarta,8/1/23 0:00,253,Body and chassis
sku - 192,Jakarta,8/1/23 0:00,222,Safety equipment
sku - 121,Jakarta,7/1/23 0:00,312,Electrical systems
sku - 180,Jakarta,7/1/23 0:00,257,Body and chassis
sku - 192,Jakarta,7/1/23 0:00,253,Safety equipment
sku - 121,Jakarta,6/1/23 0:00,294,Electrical systems
sku - 180,Jakarta,6/1/23 0:00,253,Body and chassis
sku - 192,Jakarta,6/1/23 0:00,379,Safety equipment
sku - 121,Jakarta,5/1/23 0:00,275,Electrical systems
sku - 180,Jakarta,5/1/23 0:00,243,Body and chassis
sku - 192,Jakarta,5/1/23 0:00,340,Safety equipment
sku - 121,Jakarta,4/1/23 0:00,261,Electrical systems
sku - 180,Jakarta,4/1/23 0:00,346,Body and chassis
sku - 192,Jakarta,4/1/23 0:00,364,Safety equipment
sku - 121,Jakarta,3/1/23 0:00,255,Electrical systems
sku - 180,Jakarta,3/1/23 0:00,296,Body and chassis
sku - 192,Jakarta,3/1/23 0:00,369,Safety equipment
sku - 121,Jakarta,2/1/23 0:00,325,Electrical systems
sku - 180,Jakarta,2/1/23 0:00,284,Body and chassis
sku - 192,Jakarta,2/1/23 0:00,353,Safety equipment
sku - 121,Jakarta,1/1/23 0:00,340,Electrical systems
sku - 180,Jakarta,1/1/23 0:00,204,Body and chassis
sku - 192,Jakarta,1/1/23 0:00,320,Safety equipment
sku - 019,Tokyo,12/1/22 0:00,436,Powertrain Components
sku - 083,Seattle,12/1/22 0:00,361,Safety equipment
sku - 260,Jakarta,12/1/22 0:00,244,Safety equipment
sku - 019,Tokyo,11/1/22 0:00,441,Powertrain Components
sku - 083,Seattle,11/1/22 0:00,282,Safety equipment
sku - 260,Jakarta,11/1/22 0:00,249,Safety equipment
sku - 019,Tokyo,10/1/22 0:00,400,Powertrain Components
sku - 083,Seattle,10/1/22 0:00,299,Safety equipment
sku - 260,Jakarta,10/1/22 0:00,256,Safety equipment
sku - 019,Tokyo,9/1/22 0:00,282,Powertrain Components
sku - 083,Seattle,9/1/22 0:00,293,Safety equipment
sku - 260,Jakarta,9/1/22 0:00,262,Safety equipment
sku - 019,Tokyo,8/1/22 0:00,285,Powertrain Components
sku - 083,Seattle,8/1/22 0:00,312,Safety equipment
sku - 260,Jakarta,8/1/22 0:00,267,Safety equipment
sku - 019,Tokyo,7/1/22 0:00,246,Powertrain Components
sku - 083,Seattle,7/1/22 0:00,326,Safety equipment
sku - 260,Jakarta,7/1/22 0:00,267,Safety equipment
sku - 019,Tokyo,6/1/22 0:00,236,Powertrain Components
sku - 083,Seattle,6/1/22 0:00,474,Safety equipment
sku - 260,Jakarta,6/1/22 0:00,264,Safety equipment
sku - 019,Tokyo,5/1/22 0:00,233,Powertrain Components
sku - 083,Seattle,5/1/22 0:00,286,Safety equipment
sku - 260,Jakarta,5/1/22 0:00,259,Safety equipment
sku - 019,Tokyo,4/1/22 0:00,237,Powertrain Components
sku - 083,Seattle,4/1/22 0:00,425,Safety equipment
sku - 260,Jakarta,4/1/22 0:00,252,Safety equipment
sku - 019,Tokyo,3/1/22 0:00,387,Powertrain Components
sku - 083,Seattle,3/1/22 0:00,397,Safety equipment
sku - 260,Jakarta,3/1/22 0:00,270,Safety equipment
sku - 019,Tokyo,2/1/22 0:00,409,Powertrain Components
sku - 083,Seattle,2/1/22 0:00,370,Safety equipment
sku - 260,Jakarta,2/1/22 0:00,266,Safety equipment
sku - 019,Tokyo,1/1/22 0:00,318,Powertrain Components
sku - 083,Seattle,1/1/22 0:00,351,Safety equipment
sku - 260,Jakarta,1/1/22 0:00,269,Safety equipment
sku - 019,Tokyo,12/1/21 0:00,329,Powertrain Components
sku - 083,Seattle,12/1/21 0:00,330,Safety equipment
sku - 260,Jakarta,12/1/21 0:00,288,Safety equipment
sku - 019,Tokyo,11/1/21 0:00,333,Powertrain Components
sku - 083,Seattle,11/1/21 0:00,338,Safety equipment
sku - 260,Jakarta,11/1/21 0:00,294,Safety equipment
sku - 019,Tokyo,10/1/21 0:00,328,Powertrain Components
sku - 083,Seattle,10/1/21 0:00,281,Safety equipment
sku - 260,Jakarta,10/1/21 0:00,302,Safety equipment
sku - 019,Tokyo,12/1/23 0:00,300,Powertrain Components
sku - 083,Seattle,12/1/23 0:00,300,Safety equipment
sku - 260,Jakarta,12/1/23 0:00,300,Safety equipment
sku - 019,Tokyo,11/1/23 0:00,300,Powertrain Components
sku - 083,Seattle,11/1/23 0:00,300,Safety equipment
sku - 260,Jakarta,11/1/23 0:00,300,Safety equipment
sku - 019,Tokyo,10/1/23 0:00,300,Powertrain Components
sku - 083,Seattle,10/1/23 0:00,300,Safety equipment
sku - 260,Jakarta,10/1/23 0:00,300,Safety equipment
sku - 019,Tokyo,9/1/23 0:00,246,Powertrain Components
sku - 083,Seattle,9/1/23 0:00,295,Safety equipment
sku - 260,Jakarta,9/1/23 0:00,251,Safety equipment
sku - 019,Tokyo,8/1/23 0:00,342,Powertrain Components
sku - 083,Seattle,8/1/23 0:00,315,Safety equipment
sku - 260,Jakarta,8/1/23 0:00,259,Safety equipment
sku - 019,Tokyo,7/1/23 0:00,271,Powertrain Components
sku - 083,Seattle,7/1/23 0:00,469,Safety equipment
sku - 260,Jakarta,7/1/23 0:00,353,Safety equipment
sku - 019,Tokyo,6/1/23 0:00,260,Powertrain Components
sku - 083,Seattle,6/1/23 0:00,475,Safety equipment
sku - 260,Jakarta,6/1/23 0:00,350,Safety equipment
sku - 019,Tokyo,5/1/23 0:00,256,Powertrain Components
sku - 083,Seattle,5/1/23 0:00,466,Safety equipment
sku - 260,Jakarta,5/1/23 0:00,342,Safety equipment
sku - 019,Tokyo,4/1/23 0:00,261,Powertrain Components
sku - 083,Seattle,4/1/23 0:00,444,Safety equipment
sku - 260,Jakarta,4/1/23 0:00,333,Safety equipment
sku - 019,Tokyo,3/1/23 0:00,273,Powertrain Components
sku - 083,Seattle,3/1/23 0:00,415,Safety equipment
sku - 260,Jakarta,3/1/23 0:00,333,Safety equipment
sku - 019,Tokyo,2/1/23 0:00,238,Powertrain Components
sku - 083,Seattle,2/1/23 0:00,387,Safety equipment
sku - 260,Jakarta,2/1/23 0:00,327,Safety equipment
sku - 019,Tokyo,1/1/23 0:00,251,Powertrain Components
sku - 083,Seattle,1/1/23 0:00,367,Safety equipment
sku - 260,Jakarta,1/1/23 0:00,392,Safety equipment
sku - 149,Mumbai,12/1/22 0:00,355,Body and chassis
sku - 227,Mumbai,12/1/22 0:00,253,Safety equipment
sku - 149,Mumbai,11/1/22 0:00,351,Body and chassis
sku - 227,Mumbai,11/1/22 0:00,320,Safety equipment
sku - 149,Mumbai,10/1/22 0:00,348,Body and chassis
sku - 227,Mumbai,10/1/22 0:00,354,Safety equipment
sku - 149,Mumbai,9/1/22 0:00,345,Body and chassis
sku - 227,Mumbai,9/1/22 0:00,430,Safety equipment
sku - 149,Mumbai,8/1/22 0:00,345,Body and chassis
sku - 227,Mumbai,8/1/22 0:00,349,Safety equipment
sku - 149,Mumbai,7/1/22 0:00,346,Body and chassis
sku - 227,Mumbai,7/1/22 0:00,331,Safety equipment
sku - 149,Mumbai,6/1/22 0:00,348,Body and chassis
sku - 227,Mumbai,6/1/22 0:00,300,Safety equipment
sku - 149,Mumbai,5/1/22 0:00,352,Body and chassis
sku - 227,Mumbai,5/1/22 0:00,263,Safety equipment
sku - 149,Mumbai,4/1/22 0:00,355,Body and chassis
sku - 227,Mumbai,4/1/22 0:00,277,Safety equipment
sku - 149,Mumbai,3/1/22 0:00,265,Body and chassis
sku - 227,Mumbai,3/1/22 0:00,255,Safety equipment
sku - 149,Mumbai,2/1/22 0:00,266,Body and chassis
sku - 227,Mumbai,2/1/22 0:00,254,Safety equipment
sku - 149,Mumbai,1/1/22 0:00,265,Body and chassis
sku - 227,Mumbai,1/1/22 0:00,276,Safety equipment
sku - 149,Mumbai,12/1/21 0:00,263,Body and chassis
sku - 227,Mumbai,12/1/21 0:00,280,Safety equipment
sku - 149,Mumbai,11/1/21 0:00,260,Body and chassis
sku - 227,Mumbai,11/1/21 0:00,319,Safety equipment
sku - 149,Mumbai,10/1/21 0:00,297,Body and chassis
sku - 227,Mumbai,10/1/21 0:00,353,Safety equipment
sku - 149,Mumbai,12/1/23 0:00,300,Body and chassis
sku - 227,Mumbai,12/1/23 0:00,300,Safety equipment
sku - 149,Mumbai,11/1/23 0:00,300,Body and chassis
